콘텐츠 아이디2 (CID),제목,1단계 분류코드,2단계 분류코드,캐치프레이즈,지역 (시_도),지역 (시_군_구),cluster
130934,서울대학교 치의학박물관,A02,A0206, 우리나라 근대치의학의 역사를 배워보자 !,서울,종로구,1
231973,보나장신구박물관,A02,A0206, 우리 옛 여인들의 장신구를 보존하고 널리 알리는 곳,서울,종로구,1
2650772,녹사평역 지하예술정원,A02,A0203, 예술과 자연이 어우러진 문화 공간,서울,용산구,1
2675091,원당샘공원,A02,A0202, 역사와 문화가 어우러지는 도봉구 문화명소,서울,도봉구,1
126490,서울어린이대공원,A02,A0202, 어린이의 낙원이자 살아있는 학습교육장,서울,광진구,1
129506,홍지문 및 탕춘대성,A02,A0201, 수도 방위를 위하여 만들어진 성곽,서울,종로구,1
130763,서울특별시교육청 도봉도서관,A02,A0206, 서울특별시교육청 소속 공공도서관,서울,도봉구,1
126918,약수사(서울),A02,A0201, 산세가 수려하고 숲이 많은 사찰,서울,관악구,1
1413224,양화진홀 전시관,A02,A0206, 복음의 씨앗으로 이 땅에서 헌신한 선교사님들의 삶,서울,마포구,1
130640,세화미술관,A02,A0206, 보고 즐기고 소통하는 현대미술,서울,종로구,1
129902,갤러리 우림,A02,A0206, 미래 지향적인 문화 휴식 공간,서울,종로구,1
1062450,SJ쿤스트할레,A02,A0206, 문화 예술계의 만남의 장소이자 토론의 장이 되는 플랫폼,서울,강남구,1
2373247,마포전차종점 3·1운동 만세 시위지,A02,A0201, 독립 만세시위를 벌인 장소,서울,마포구,1
130156,외교사료관,A02,A0206, 국민과 함께하는 열린 외교를 추진하며 차세대의 외교 학습장이 되는 외교사료관,서울,서초구,1
2706762,국립항공박물관,A02,A0206, 국내 최초로 선보인 항공 분야 국립박물관,서울,강서구,1
130198,서울국가무형문화재전수회관,A02,A0206," 국가가 전통문화의 보존, 전승을 위해 건립한 건물",서울,강남구,1
756594,관악산 호수공원,A02,A0202, 관악산을 찾는 많은 사람들의 휴식공간,서울,관악구,1
127377,강동예찬시비,A02,A0205, 강동지역의 아름다운 전원풍경을 노래한 시,서울,강동구,1
2452881,디지털 파빌리온,A02,A0204, IT 기업의 신제품과 기업 홍보 공간,서울,마포구,1
1825460,3.1독립운동기념탑,A02,A0205, 3.1독립운동의 숭고한 정신을 계승 발전시키고자 지은 기념탑,서울,중구,1
945987,홍파동 홍난파 가옥,A02,A0201, 1930년대 서양 가옥의 특성을 잘 보존하고 있는 곳,서울,종로구,1
2591873,고척 스카이돔,A03,A0302,함성소리가 끊이지 않는 곳,서울,구로구,1
2758173,잠실야구장,A03,A0302,한국의 대표 경기장,서울,송파구,1
990140,장충체육관,A03,A0302,"한국을 살아가는 사람들의 기억 한 켠에 늘, 장충체육관",서울,중구,1
1362516,서울마리나 요트&클럽,A03,A0301,한강에서 즐기는 수상레저와 요트문화,서울,영등포구,1
2773417,다이브라이프,A03,A0303,프리다이빙 및 스쿠버다이빙 전문 교육센터,서울,서초구,1
1964918,[서울둘레길 4코스] 대모·우면산코스,A03,A0302,평탄하고 아늑한 산책로로 간편한 트레킹이 가능한 곳,서울,강남구,1
2406545,관악산 자락길,A03,A0302,편안하게 산책하며 숲을 즐길 수 있는 길,서울,관악구,2
2535964,scg스포츠아카데미,A03,A0305,쾌적한 환경에서 즐기는 복합 레포츠파크,서울,은평구,1
131607,광운대학교 아이스링크,A03,A0302,쾌적한 환경과 최상의 빙질을 자랑하는 아이스링크장,서울,노원구,1
131712,서울월드컵경기장,A03,A0302,"축구 경기뿐만 아니라 문화예술행사, 종교행사 등 각종 행사 장소로도 좋은 서울월드컵경기장",서울,마포구,1
131010,롯데호텔 실내수영장,A03,A0303,최상의 수질을 자랑하는 수영장 ,서울,중구,1
595579,역삼청소년수련관(실내수영장),A03,A0303,청소년이 주인이 되어 지역 주민이 행복한 곳,서울,강남구,1
131455,서울특별시립수서청소년수련관,A03,A0302,청소년의 푸른 꿈과 희망을 만들어가는 수서청소년수련관,서울,강남구,1
131138,서울청소년수련관,A03,A0302,청소년들의 균형 있는 성장을 돕는 센터,서울,중구,1
2553819,경의선숲길(연트럴파크),A03,A0302,"철길 따라 다른 풍경, 경의선숲길",서울,마포구,1
1037020,[북악하늘길 2산책로] 하늘교~성북천발원지,A03,A0302,천혜의 자연이 그대로 살아 숨쉬는 산책로,서울,성북구,1
2753381,더클라임,A03,A0302,처음 접하는 사람들도 쉽고 재미있고 안전하게 클라이밍 할 수 있는 곳,서울,강남구,2
131334,서초YMCA 수영장(실내),A03,A0303,지역주민의 건강과 여가생활 증진을 위해 힘쓰는 서초 YMCA,서울,서초구,1
131136,문래청소년수련관,A03,A0302,지역사회 내 청소년활동의 플랫폼 역할,서울,영등포구,1
131958,창동문화체육센터,A03,A0302,즐겁고 건강한 구민생활을 지원하는 창동문화체육센터,서울,도봉구,1
1354065,"목동운동장(목동아이스링크,사격장)",A03,A0302,주민들의 생활체육 공간,서울,양천구,1
131434,목동사격장,A03,A0302,정통 스포츠 사격을 체계적으로 배울 수 있는 목동사격장,서울,양천구,2
2783315,청계천 자전거도로,A03,A0302,자전거위에서 즐기는 서울의 역사 탐방,서울,성동구,1
2674964,[충효길코스 1코스] 고구동산길,A03,A0302,자연이 살아 숨쉬는 공간,서울,동작구,1
1101088,서울 한양도성(스탬프투어),A03,A0301,"자연 속의 도시경관, 도시 속의 역사경관",서울,종로구,1
1029885,난지한강공원 MTB코스장,A03,A0302,익스트림 자전거를 쉽고 안전하게 즐길 수 있는 MTB코스장,서울,마포구,2
586576,해밀톤호텔 수영장(실외),A03,A0303,음악과 함께 즐기는 도심 속 실외 수영장,서울,용산구,1
131656,태릉골프장,A03,A0302,울창하게 우거진 수림에서 즐기는 코스,서울,노원구,1
130997,서울 YMCA 사회체육부,A03,A0302,우리나라 스포츠 진흥의 중심지 역할을 하는 곳,서울,종로구,1
595468,반트(실내수영장),A03,A0303,안심할 수 있는 청정 수영장 ,서울,강남구,2
2761458,한강세븐수상레저,A03,A0303,아름다운 한강에서 즐기는 다양한 수상 스포츠!,서울,용산구,1
2704696,경춘선숲길,A03,A0302,아날로그 감성의 동네철길,서울,노원구,1
2782166,목동종합운동장,A03,A0302,시민들의 휴식공간,서울,양천구,1
131122,올림픽기념국민생활관,A03,A0302,시민들을 위한 문화공간 ,서울,종로구,1
1093200,서울종합운동장(잠실종합운동장),A03,A0302,스포츠와 예술을 만날 수 있는 곳!,서울,송파구,2
2782741,스포츠 360 플레이,A03,A0302,스포츠 기업들의 제품·시설들을 시연하고 홍보하는 공간,서울,송파구,1
2406564,북한산 자락길,A03,A0302,소나무·잣나무 숲터널을 가로지르며 삼림욕을 즐길 수 있는 곳,서울,성북구,2
2733973,반포종합운동장,A03,A0302,서초구민의 스포츠를 위해 열린 체육시설,서울,서초구,1
130978,목동아이스링크(실내),A03,A0302,서울지역 최고의 기량을 자랑하는 꿈나무 선수의 훈련장,서울,양천구,1
2723499,서울한양도성 백악구간,A03,A0302,서울의 아름다운 모습을 감상할 수 있는 곳,서울,종로구,2
1964912,[서울둘레길 2코스] 용마·아차산코스,A03,A0301,서울의 아름다운 경관을 보며 걷기 좋은 코스,서울,노원구,1
1964911,[서울둘레길 1코스] 수락·불암산코스,A03,A0302,서울의 수락산과 불암산을 여유롭게 걷다,서울,도봉구,1
131313,정립회관 수영센터(실내),A03,A0303,서울의 물줄기인 한강을 바라보며 수영을 즐길 수 있는 곳,서울,광진구,2
1964914,[서울둘레길 3코스] 고덕·일자산코스,A03,A0302,서울시의 자연경관을 보고 느낄 수 있는 최적의 코스,서울,광진구,2
2913198,무수아취,A03,A0302,서울속 감성 글램핑 피크닉 바베큐,서울,도봉구,1
1196883,[북한산 둘레길] 7 옛성길,A03,A0302,"서울성곽, 유서깊은 도읍의 체취를 물씬 풍기다",서울,종로구,1
989663,송강카누학교 서울분교,A03,A0303,서울 한강에서도 보다 쉽고 간편하게 즐기는 카약,서울,광진구,1
2932972,골든블루 키즈빌리지,A03,A0305,서울 유일의 온수 해수풀 키즈워터파크와 키즈카페,서울,송파구,1
2727279,북한산둘레캠핑장,A03,A0302,서울 도심 속에서 즐기는 캠핑,서울,은평구,1
2734171,초안산캠핑장,A03,A0302,서울 노원구에서 관리하는 초안산캠핑장,서울,노원구,1
2612154,양천구 둘레길(하천형),A03,A0302,산과 도심과 하천이 어울려진 곳 사람중심의 양천구둘레길,서울,양천구,1
2612170,양천구 둘레길(산림형),A03,A0302,산과 도심과 하천이 어울려진 곳 사람중심의 양천구둘레길,서울,양천구,1
2612119,양천구 둘레길(도심형),A03,A0302,산과 도심과 하천이 어울려진 곳 사람중심의 양천구둘레길,서울,양천구,1
131139,강남청소년수련관,A03,A0302,사람의 가치를 빛나게 만드는 수련관,서울,강남구,1
1197219,[북한산 둘레길] 9 마실길,A03,A0302,사람과 자연이 하나되어 걷는 둘레길,서울,은평구,1
1197225,[북한산 둘레길] 10 내시묘역길,A03,A0302,사람과 자연이 하나 되어 걷는 둘레길,서울,은평구,1
2674989,송정제방길,A03,A0302,사계절 아름다운 자연을 뽐내는 걷기길,서울,성동구,1
1196871,[북한산 둘레길] 4 솔샘길,A03,A0302,북한산의 자연 그대로의 모습과 인공적인 모습이 공존하는 코스,서울,성북구,1
2908314,우이동 가족캠핑장,A03,A0302,북한산과 우이천이 만나는 곳. 도심속 자연 캠핑장,서울,강북구,1
1196890,[북한산 둘레길] 6 평창마을길,A03,A0302,북한산 자락을 완만하게 걸을 수 있도록 조성한 저지대 수평 산책로,서울,종로구,1
1964937,[서울둘레길 8코스] 북한산코스,A03,A0302,볼거리가 다양한 코스,서울,은평구,1
2773297,워커힐숲길,A03,A0302,"벚꽃길, 단풍길 그저 아름다운 곳",서울,광진구,1
2765203,다락원 체육공원 배드민턴장,A03,A0302,밝고 쾌적한 실내 배드민턴장,서울,도봉구,1
131315,한강시민공원 잠원수영장(실외),A03,A0303,무더위를 타파할 수 있는 도심 속 수영장,서울,서초구,2
1196867,[북한산 둘레길] 3 흰구름길,A03,A0302,땅 길이 끝나는 곳에서 다시 하늘길이 시작되다,서울,강북구,1
131822,고려대학교 아이스링크,A03,A0302,동계종목의 다양한 경기 진행이 가능한 아이스링크장,서울,성북구,1
775883,한강시민공원 뚝섬수영장(실외),A03,A0303,도심에서 즐기는 한여름 바캉스,서울,광진구,1
1964932,[서울둘레길 7코스] 봉산·앵봉산코스,A03,A0302,도심에서 ‘자연의 느림과 여유’를 만끽하자,서울,강서구,1
558912,올림픽공원 경기장,A03,A0302,"도심 속의 숲, 생동하는 문화 공간, 대형공연이 늘 함께하는 곳",서울,송파구,1
131727,어린이회관 눈썰매장,A03,A0302,도심 속의 눈썰매장,서울,광진구,1
767780,리버시티,A03,A0303,도심 속에서 자연과 함께 즐기는 수상스포츠 !,서울,강남구,1
131901,명동사격장,A03,A0302,도심 속에서 사격을 즐기다!,서울,중구,1
2709615,중랑숲캠핑장,A03,A0302,도심 속 가족과 함께하는 휴식공간,서울,중랑구,1
1196886,[북한산 둘레길] 5 명상길,A03,A0302,"도시로부터의 사색, 숲에서 나의 길을 묻다",서울,성북구,1
2768087,롤파크,A03,A0302,대한민국 최대 규모의 롤 대회가 개최되는 공간,서울,종로구,1
2675078,초대길,A03,A0302,대한민국 근현대사 초대 직위를 역임하신 분들의 묘역 길,서울,강북구,1
1054888,여의도 둘레길(여의도 자전거도로),A03,A0302,다채로운 볼거리가 가득한! 자전거 하이킹 명소,서울,영등포구,1
131008,코오롱스포렉스(서초점),A03,A0302,다이나믹하고 즐거운 스포츠를 즐기다!,서울,서초구,1
2750941,한강공원 난지캠핑장,A03,A0302,다양한 캠핑 문화를 즐길 수 있는 도심 속 휴식공간,서울,마포구,2
1148818,한강공원 뚝섬 눈썰매장,A03,A0302,다양한 체험이 가능한 썰매장,서울,광진구,1
131326,KBS스포츠월드,A03,A0302,다양한 스포츠를 배울 수 있는 곳,서울,강서구,2
2773432,불암산더불어숲눈썰매장,A03,A0302,눈썰매를 무료로 즐길 수 있는 공간,서울,노원구,2
2734894,노을캠핑장,A03,A0302,노을로 물든 서울의 경관이 돋보이는 곳,서울,마포구,1
2535289,역사문화관광스탬프투어,A03,A0302,너랑 나랑 우리랑,서울,강북구,1
131137,목동청소년수련관,A03,A0302,꿈과 희망을 키우는 목동청소년수련관,서울,양천구,1
2792594,천왕산 가족캠핑장,A03,A0302,꽃길만 걸어서 그렇게 오세요,서울,구로구,1
2647687,골든블루마리나,A03,A0303,금빛 도시 속 파란 한강으로의 여행 골든블루마리나,서울,서초구,1
131852,서울여성플라자,A03,A0302,국내 최대 여성복합문화공간,서울,동작구,1
131322,태릉국제스케이트장(실내),A03,A0302,"국내 유일, 세계 8번째 400m 실내링크",서울,노원구,1
2778449,남산국치길,A03,A0302,국권 상실의 현장을 기억하고 상처를 치유하자,서울,중구,1
2591862,명품 구로 올레길,A03,A0302,"구로의 강과 산, 그리고 도시를 연결시키는 아주 좁은 골목",서울,구로구,1
131617,관악구민운동장,A03,A0302,관악구민의 즐거운 체육활동을 위해 운영중인 운동장,서울,관악구,1
2783318,와이키키레저,A03,A0303,계절에 구애받지 않고 즐길 수 있는 매력적인 레포츠,서울,마포구,2
131533,신림체육센터,A03,A0302,건강한 여가생활을 위한 체육·문화 공간,서울,관악구,1
131519,그랜드하얏트 서울 아이스링크,A03,A0302,감미롭고 환상적인 시간을 보내다,서울,용산구,1
1017568,강동그린웨이 가족캠핑장,A03,A0302,가족과 함께하는 도심 속 휴식,서울,강동구,1
1037027,[북악하늘길 3산책로] 북카페~숲속다리,A03,A0302,41년만에 개방된 산책로,서울,성북구,1
1036894,[북악하늘길 1산책로] 북악팔각정~말바위쉼터,A03,A0302,"41년 만에 개방된 산책로, 북악하늘길",서울,종로구,1
1037031,[북악하늘길 스카이웨이] 하늘한마당~하늘마루,A03,A0302,41년 만에 개방된 산책로 북악하늘길,서울,성북구,1
1037311,[북악하늘길 형제봉오름길] 하늘마루~형제봉,A03,A0302,41년 만에 개방된 산책로 북악하늘길,서울,성북구,1
131297,롯데월드 아이스링크(실내),A03,A0302,365일 만나는 겨울왕국,서울,송파구,1
1195655,[북한산 둘레길] 1 소나무숲길,A03,A0302,21가지의 다채로운 테마 걷기 여행,서울,강북구,1
131610,그랜드 워커힐 리버파크(야외수영장),A03,A0303, 한강과 아차산의 자연을 느끼며 물놀이 하기 좋은 수영장,서울,광진구,1
131021,파라다이스 카지노 워커힐,A03,A0302, 쾌적한 자연환경과 아름다운 한강을 바라볼 수 있는 워커힐 호텔,서울,광진구,2
1196862,[북한산 둘레길] 2 순례길,A03,A0302, 북한산의 아름다운 자연과 역사를 배우며 걷는 코스,서울,강북구,1
2761645,원수산MTB공원,A01,A0101,휴식하기 좋은 곳,세종시,세종시,1
2986644,부용체육공원,A01,A0101,제주도 부럽지 않은 세종의 유채꽃 명소,세종시,세종시,1
125875,고복자연공원,A01,A0101,저수지 따라 산책하기 좋은 곳,세종시,세종시,1
2675068,국립세종수목원,A01,A0101,"자연과 문화, 식물다양성과 보전, 교육과 소통이 살아있는 수목원",세종시,세종시,1
2758472,원수산습지생태원,A01,A0101,자연과 더 가까워지는 곳,세종시,세종시,1
2714825,세종청사 옥상정원,A01,A0101,세계에서 가장 큰 규모를 자랑하는 옥상정원,세종시,세종시,1
730441,베어트리파크,A01,A0101,"반달곰과 불곰, 공작, 꽃사슴이 뛰놀고, 1000여 종, 40만 여점에 이르는<br />꽃과 나무들이 즐비하게 늘어선 '동물원과 수목원', 베어트리파크",세종시,세종시,1
1627079,세종 임난수 은행나무,A01,A0102,두 그루의 은행나무,세종시,세종시,1
127821,"금강자연휴양림(금강수목원,산림박물관)",A01,A0101,금강이 내려다보이고 바람소리가 시원한 휴양림,세종시,세종시,1
2761646,세종지혜의숲(지혜의숲),A02,A0203,책을 통한 놀이·문화·소통의 공간,세종시,세종시,1
1951646,세종시립민속박물관,A02,A0206,찬란하게 꽃피운 선조들의 삶 그리고 유산,세종시,세종시,1
485687,학림사(세종),A02,A0201,정말 아름다운 비구니 스님들의 수행도량,세종시,세종시,1
2999477,오가낭뜰근린공원,A02,A0202,자연친화적 테마로 꾸며진 산책하기 좋은 공원,세종시,세종시,1
1951648,금강대도,A02,A0201,유·불·선 삼교의 진리를 하나로 합하여 탄생한 종교,세종시,세종시,1
2770378,세종어린이천문대(세종미리내천문대),A02,A0202,우주를 탐험하며 꿈을 키우다,세종시,세종시,1
1928731,뒤웅박고을,A02,A0201,우리 고유의 장맛을 떠올리게 하는 전통 장류 테마파크,세종시,세종시,1
2999147,조치원문화정원,A02,A0203,오랜 역사와 숨결을 가진 낡고 빛바랜 폐정수장이 생태 자연과 더불어 문화예술을 즐길 수 있는 복합문화공간으로 재생된 공간,세종시,세종시,2
2661528,조천연꽃공원,A02,A0202,여름이면 고운 연꽃이 피는 산책하기 좋은 조천연꽃공원,세종시,세종시,1
2770375,도토리숲키즈파크,A02,A0202,아이들이 안전하고 신나게 즐길거리가 가득한 곳,세종시,세종시,1
125903,연화사(세종),A02,A0201,아미타불의 전설이 전해지는 사찰,세종시,세종시,1
319721,신광사(세종),A02,A0201,신도가 다가가기 쉬운 도심 속 사찰,세종시,세종시,1
2758470,금강수변공원,A02,A0202,시원한 공기 만끽 금강수변공원,세종시,세종시,1
2758481,달메뜰근린공원,A02,A0202,쉬어가는 시간,세종시,세종시,1
2758638,방축천 음악분수,A02,A0205,"수변식물 테마공원, 세종광장, 자연생태학습장 등의 시설을 갖추다",세종시,세종시,1
128876,영평사,A02,A0201,"소원을 이뤄주는 도량, 아름다운 구절초가 만발하는 곳",세종시,세종시,1
1755029,세종문화예술회관,A02,A0206,세종특별자치시 문화예술의 산실,세종시,세종시,1
129968,세종문화원,A02,A0206,세종의 전통문화를 보존하고 발전시키는 문화원,세종시,세종시,1
130269,연기향토박물관,A02,A0206,세종시일대에서 출토된 유물을 볼 수 있는 곳,세종시,세종시,2
2008556,정부세종컨벤션센터,A02,A0206,세종시의 행사와 전시는 이곳에서,세종시,세종시,1
2714817,금강보행교,A02,A0205,세종시의 랜드마크가 될 금강보행교,세종시,세종시,1
1951612,밀마루전망대,A02,A0205,세종시를 한눈에 담을 수 있는 전망대,세종시,세종시,2
1946955,세종호수공원 일원,A02,A0202,세종 시민의 휴식처,세종시,세종시,1
130952,국립조세박물관,A02,A0206,세금의 중요성을 배우는 교육의 장,세종시,세종시,1
130133,충청남도 산림박물관,A02,A0206,산림의 역사와 문화가 살아 숨 쉬는 산림박물관,세종시,세종시,1
2905622,뽀로로파크 세종점,A02,A0203,뽀로로와 친구들을 만나는 공간,세종시,세종시,1
2999141,아띠쥬,A02,A0202,보고 듣고 교감하는 도심 속 동물원,세종시,세종시,1
125981,운주산성,A02,A0201,백제시대의 장엄함을 느낄수 있는 곳,세종시,세종시,2
2775014,나무키움(전의양묘영농조합법인),A02,A0203,무궁화를 사랑하는 사람들로 구성된 영농조합,세종시,세종시,1
3009162,천주교부강성당,A02,A0201,동양의 한옥과 천주교의 성당이 잘 어우러진 목가적인 성당 ,세종시,세종시,1
2790505,세종전통장류박물관,A02,A0206,대한민국 전통 장에대한 문화와 역사를 체험하는 공간,세종시,세종시,1
2709995,대통령기록전시관,A02,A0206,대통령기록물의 중요성과 역대 대통령의 업적을 배워보자 !,세종시,세종시,1
2717494,쌍류포도정원협동조합,A02,A0203,다양한 체험이 있는 언덕 위 포도밭,세종시,세종시,1
2821138,리틀파머스,A02,A0203,농촌의 즐거움을 느낄 수 있는 곳,세종시,세종시,2
2435243,아람달 체험마을,A02,A0203,농촌 문화의 아련한 추억이 떠오르는 공간,세종시,세종시,1
1896898,국립세종도서관,A02,A0206,남녀노소 폭넓은 교양을 쌓는 국립세종도서관,세종시,세종시,1
125927,금이성,A02,A0201,금성산(金城山) 정상부를 감싸면서 축조된 테뫼식 산성,세종시,세종시,1
2461651,우주측지관측센터,A02,A0204,국내 최대 전파망원경을 가진 관측센터,세종시,세종시,1
1951653,연기대첩비공원,A02,A0202,가족 단위의 관광객들이 자주 찾는 곳,세종시,세종시,1
2999088,포도나무정원농촌체험장,A02,A0203,4계절 다양한 체험과 200M 포도터널 아래 캠크닉을 즐길 수 있는 힐링공간,세종시,세종시,2
2756162,세종시 무궁화공원,A02,A0202,300여 종의 무궁화 품종을 살펴볼 수 있는 무궁화공원,세종시,세종시,2
2758042,세종중앙공원,A02,A0202,10여 종의 스포츠를 즐길 수 있는 복합 체육시설,세종시,세종시,2
1626777,전의향교,A02,A0201," 현유(賢儒)의 위패를 봉안, 배향하는 향교",세종시,세종시,1
2717493,별신(삼버들협동조합),A02,A0203, 전통문화향유 활성화 사업 및 교육 콘텐츠를 기획하는 마을기업,세종시,세종시,1
131259,세종에머슨 컨트리클럽,A03,A0302,중부권 최장길이 코스,세종시,세종시,1
2728572,다온숲,A03,A0302,좋은 모든 일들이 다 온다는 뜻의 즐거움 가득한 글램핑 공간,세종시,세종시,1
2749716,금강자연휴양림캠핑장,A03,A0302,아이들과 함께할 수 있는 놀이체험과 시설이 가득한 공간,세종시,세종시,2
2672031,전월산국민여가캠핑장,A03,A0302,세종시 전월산에 위치한 이지캠핑장,세종시,세종시,1
2908260,블루문오토캠핑,A03,A0302,부대시설이 알찬 카라반&캠핑장,세종시,세종시,1
2908284,"마을야영장, 침산추월",A03,A0302,당일 피크닉이 가능한 깔끔한 캠핑장,세종시,세종시,1
1951633,합강공원 오토캠핑장,A03,A0302,금강과 미호천의 정취,세종시,세종시,1
3009194,세종스테이블,A03,A0302,국가대표 출신의 원장이 운영하며 성인 및 학생선수 육성과 체계적인 교육 시스템을 갖춘 세종시 최고의 승마장 ,세종시,세종시,1
126091,일산해수욕장(울산),A01,A0101,해수욕과 관광을 동시에,울산,동구,1
2783760,두현저수지,A01,A0101,한적하고 고즈넉한 산책하기 좋은 저수지,울산,울주군,1
2661537,편백산림욕장,A01,A0101,피톤치드 마시며 숲멍하기 좋은 명소,울산,북구,1
128198,선바위,A01,A0101,풍류를 즐기던 시인 묵객들이 빼어난 경치를 보기 위해 즐겨 찾았던 곳,울산,울주군,1
127422,석남사계곡,A01,A0101,푸르른 산림과 시원한 계곡 ,울산,울주군,1
128202,태화강 국가정원,A01,A0101,태화강의 변신은 무죄,울산,중구,1
128190,처용암,A01,A0102,처용랑과 개운포의 설화가 깃들어 있는 바위,울산,남구,1
128214,대운산,A01,A0101,정상에서 보는 일출이 아름다운 장관을 연출하는 산,울산,울주군,1
126096,진하해수욕장,A01,A0101,잔잔한 파도에 몸과 마음이 힐링 되는 곳,울산,울주군,1
128209,울산 들꽃학습원,A01,A0101,자연친화적인 식물탐구체험학습장,울산,울주군,1
128203,파래소폭포,A01,A0101,자연을 잘 간직하고 있는 선경,울산,울주군,1
1395991,울산테마식물수목원,A01,A0101,자연생태림을 이용한 친환경적인 식물수목원,울산,동구,1
2754456,자드락숲,A01,A0101,자연 속에서 관찰과 체험이 가능한 쉼터,울산,울주군,1
2723688,간월재,A01,A0101,이국적인 풍경이 지친 일상도 잊게 만드는 곳,울산,울주군,1
2674007,온실리움,A01,A0101,울산의 정원카페,울산,울주군,1
128201,태화강,A01,A0101,"울산의 역사, 울산시를 지나 동해로 흘러드는 강",울산,남구,1
128228,울산 12경,A01,A0101,울산을 대표하는 관광지 울산 12경,울산,중구,1
2778104,방어진항,A01,A0101,울산 대표 어항,울산,동구,1
129165,울기등대,A01,A0101,우리나라 동해안 최초의 등대,울산,동구,1
128205,간월산 자연휴양림,A01,A0101,영남의 알프스라 불리는 간월산에 위치한 휴양림,울산,울주군,1
126722,자수정 동굴나라,A01,A0101,"여름에는 얼음동굴, 겨울에는 난방동굴 !",울산,울주군,1
772462,강동 화암 주상절리,A01,A0101,약 2000만 년 전인 신생대 제3기에 생긴 주상절리,울산,북구,1
128192,천전리공룡발자국화석,A01,A0102,약 1억년 전 전기 백악기 시대에 살았던 중대형 공룡들의 흔적을 볼 수 있는 곳,울산,울주군,2
1395618,슬도,A01,A0101,아름다운 파도소리가 들려오는 곳,울산,동구,1
128213,간월산,A01,A0101,신불산과 더불어 신성한 산,울산,울주군,1
125418,국립 신불산폭포자연휴양림,A01,A0101,수려한 산세와 풍광을 자랑하는 휴양림,울산,울주군,1
2524188,영남 알프스,A01,A0101,수려한 산세와 아름다운 풍경을 볼 수 있는 곳,울산,울주군,2
2610509,간절곶 소망길,A01,A0101,새해엔 편지를 하겠어요,울산,울주군,1
128022,간절곶 등대,A01,A0101,새해 일출을 가장 먼저 볼 수 있는 곳,울산,울주군,2
126068,천전리각석계곡(울산),A01,A0101,빼어난 경관을 자랑하는 계곡,울산,울주군,1
126064,작천정계곡(작괘천),A01,A0101,맑은 물과 흰 바위가 만들어내는 절경,울산,울주군,1
128193,울주 구량리 은행나무,A01,A0102,마을의 신성한 아름드리 나무,울산,울주군,1
128195,목도,A01,A0101,동백나무 울창한 숲이 아름다운 목도,울산,울주군,1
128197,배내골(울산),A01,A0101,더위로 지친 몸과 마음을 힐링 시켜주는 곳,울산,울주군,1
2508616,무제치늪,A01,A0101,다양한 생물이 공존하여 살아가고 있는 생태계의 보고,울산,울주군,1
128204,홍류폭포,A01,A0101,높은 절벽 위에서 힘차게 쏟아지는 물줄기가 일품인 폭포,울산,울주군,1
128200,주전몽돌해변,A01,A0101,까만 몽돌이 가득한 해변의 파도 소리,울산,동구,1
2755768,태화강국가정원 삼호지구,A01,A0101,까마귀의 서식지이자 계절마다 돌아오는 철새들의 휴식공간,울산,남구,1
128199,강동몽돌해변,A01,A0101,귀여운 몽돌과 푸른 파다가 아름다운 해수욕장,울산,북구,1
1624135,울산 귀신고래 회유해면,A01,A0102,귀신고래가 새끼를 낳기 위해 이동하는 경로,울산,남구,1
2788450,솔개해수욕장,A01,A0101,고즈넉한 바다를 찬찬히 들여다볼 수 있는 조용한 해수욕장,울산,울주군,2
1395801,신명·정자해변,A01,A0101,고래등대가 지키고 있는 정자해변,울산,북구,1
2783732,마근저수지,A01,A0101,간절곶 근처 경치 좋은 저수지,울산,울주군,1
129162,화암추 등대,A01,A0101, 울산항을 한눈에 바라볼 수 있는 곳,울산,동구,2
769495,장생포 고래바다여행선,A02,A0202,힘차게 동해안을 헤엄치는 고래를 직접 만나보세요!,울산,남구,1
1936811,울산해양박물관,A02,A0206,희귀 산호와 패류를 전시하는 박물관,울산,울주군,1
2782677,송정공원,A02,A0202,현지인들이 즐겨 걷는 숨은 산책 명소,울산,울주군,1
1955838,태화서원,A02,A0201,현재는 시민들의 여가와 문화를 즐기는 곳으로 재생된 공간,울산,중구,1
1804605,아젤란 리조트,A02,A0202,현대적인 인테리어와 자연이 주는 여유로움을 동시에 느낄 수 있는 공간,울산,울주군,2
2460400,울산탁주 태화루,A02,A0204,향이 좋은 울산 대표 막걸리,울산,북구,1
1624470,외솔 최현배선생 생가 기념관,A02,A0206,한글학자인 외솔 최현배선생님의 업적과 유품을 전시한 곳,울산,중구,1
1327462,현대자동차 울산공장,A02,A0204,"한국 자동차산업 발전의 산실, 울산공장",울산,북구,1
130429,한마음회관,A02,A0203,풍요로운 문화생활의 시작 !,울산,동구,1
127515,대왕암공원,A02,A0202,푸른 바다의 전설,울산,동구,1
1393773,태화강 전망대,A02,A0205,태화강의 수려한 경관과 자연생태를 한눈에 담는 곳,울산,남구,1
2606222,태화강생태관,A02,A0206,태화강 자연환경과 기억을 담고 있는 공간,울산,울주군,1
2788442,범서온천 지지워터피아,A02,A0202,최상의 건강 온천탕,울산,울주군,1
129453,울산체육공원,A02,A0202,체육시설과 자연생태의 조화,울산,남구,1
2944473,Fe01(에프이01),A02,A0203,철로 만들어진 예술 작품,울산,울주군,1
130520,울산울주도서관,A02,A0206,지역주민들의 여가선용의 기회를 제공하는 곳,울산,울주군,1
